Start,Duration,Text
2592.66,3.179,getting a little bit of traffic you
2594.22,3.599,could join like the Dick's Sporting
2595.839,3.301,Goods affiliate program then In Cadence
2597.819,2.941,blocks you could add both links check
2599.14,3.78,price on Amazon check price on
2600.76,4.319,dickssportinggoods.com or anything else
2602.92,3.48,but the key is we want to diversify and
2605.079,2.581,join a lot of different programs and
2606.4,3.12,they're pretty easy to find again you
2607.66,3.3,can Google the company plus affiliate
2609.52,3.059,program they even sometimes have it in
2610.96,2.76,the footer of their website and it's
2612.579,3.181,just a simple
2613.72,4.74,sign up form basically so you sign up
2615.76,4.26,you put in your website people say do
2618.46,3,you need a website if you're not willing
2620.02,2.52,to make a website then you shouldn't
2621.46,3.359,start an affiliate marketing business
2622.54,3.9,period so there's a learning curve on
2624.819,2.641,this a little bit but we have to do
2626.44,2.399,things that are a little bit difficult
2627.46,3.48,if we want to actually make real money
2628.839,3.721,we can't just say do I need a website to
2630.94,3,do this can I just grab the link and put
2632.56,3.539,it like okay maybe if you have a large
2633.94,3.84,social following you can do that our
2636.099,3.841,YouTube channel YouTube is also good for
2637.78,3.78,affiliate marketing but typically for
2639.94,3.24,these networks if you're signing up you
2641.56,3.6,put in your website your email address
2643.18,4.38,which should be a domain name email
2645.16,4.02,address like uh mine's like adaminfo.com
2647.56,3.48,instead of a Gmail it just looks more
2649.18,4.02,professional that's pretty much all you
2651.04,3.96,need you also need a PayPal account to
2653.2,3.18,get paid so if you're outside and you
2655,2.88,can't get a PayPal account it's kind of
2656.38,3.18,tough you might be able to find ways so
2657.88,3.66,they can pay your bank directly but
2659.56,3.84,PayPal is one of the most common ways to
2661.54,4.38,do it like partner stack uses stripe as
2663.4,3.54,well so every Network every company is a
2665.92,2.58,little bit different
2666.94,2.879,now let's talk about adding affiliate
2668.5,2.579,links to your site so there's different
2669.819,2.881,types of affiliate links there's like
2671.079,4.081,Banner ad affiliate links so you can
2672.7,3.84,grab or text affiliate links so text
2675.16,3.36,affiliate links are the ones that you
2676.54,4.14,saw on my site that are just in the text
2678.52,3.599,highlighted or in buttons those are the
2680.68,2.76,ones that make all the money if the
2682.119,2.641,search intent is there and somebody's
2683.44,4.379,searching for something they want to buy
2684.76,4.079,best webinar software they land on that
2687.819,2.401,article they see the number one
2688.839,2.941,recommendation they're just clicking
2690.22,3.66,those text links through so those are
2691.78,3.48,the ones that actually convert now
2693.88,3.12,adding your affiliate links into
2695.26,4.26,WordPress includes how I showed you
2697,3.9,earlier adding pasting it into getting
2699.52,3.48,that link from the affiliate platform
2700.9,4.919,once you're approved copying and pasting
2703,4.5,that into thirsty Affiliates giving it a
2705.819,3.421,title that's pretty much it and then
2707.5,3.78,anytime you add it in you go to your
2709.24,3.24,post you click instead of inserting a
2711.28,3.18,link there's going to be a little button
2712.48,3.119,that pops up next to it says ta thirsty
2714.46,3.119,Affiliates you search for it in there
2715.599,3.781,and that adds the text Link in very
2717.579,3.361,simple and then if the link changes ever
2719.38,3.12,or there's a new promotion or something
2720.94,3.659,you can just change the link once in
2722.5,3.06,thirsty Affiliates and all of them will
2724.599,2.581,update
2725.56,3.299,so I covered you know how do you
2727.18,3.54,optimize an article with affiliate links
2728.859,3.781,well in transactional posts let's look
2730.72,3.42,at my posts on online course platforms
2732.64,3.06,real quick so as you see this is another
2734.14,3.12,one it's formatted just like webinar
2735.7,3.119,software there's the introduction I have
2737.26,3.78,a video but then when we think about
2738.819,3.361,where do we add affiliate links well we
2741.04,3.24,don't want to overdo it but we don't
2742.18,3.72,want to underdo it so what I do is I add
2744.28,3.6,it to the first mention this is an
2745.9,3.48,affiliate link I add it here these two
2747.88,3.12,are affiliate links I added in the very
2749.38,3.239,first paragraph mention of the brand
2751,2.819,that's a good one and then pretty much
2752.619,2.821,you just you don't have to mention it
2753.819,3.241,much anymore you just go all the way
2755.44,3.54,down to where the button is and then
2757.06,4.74,what I would do is I would add one more
2758.98,5.94,in a call to action sentence I could
2761.8,4.68,have added it you know here or get
2764.92,2.939,started today I could have added it
2766.48,3.119,there but I just have it here and here
2767.859,4.681,as a button so you want to edit like
2769.599,5.041,three to five times in each company's
2772.54,3.539,little section and be done with it we
2774.64,2.64,don't want to overdo it they're pretty
2776.079,2.461,much going to click the button something
2777.28,3,close to the button or something near
2778.54,3.299,the top and then back to uh
2780.28,3.059,informational post how to start a blog I
2781.839,3.181,already showed you that that's like in
2783.339,3.361,the steps of the process this is what
2785.02,3.9,you have to do go here do this thing
2786.7,3.36,sign up for this so there's another
2788.92,3.179,question how do you order these
2790.06,3.24,companies in your post well if you're
2792.099,2.461,starting a new affiliate article you
2793.3,3.42,want to look at the competition what's
2794.56,3.72,already ranking out there
2796.72,4.02,um because if somebody's been ranking
2798.28,4.92,for a highly competitive or profitable
2800.74,4.68,keyword or even just a new and emerging
2803.2,3.3,keyword they probably have some data and
2805.42,1.919,they're ordering things in the right
2806.5,2.22,order
2807.339,3.661,so you look at the price you look at the
2808.72,5.28,commission rates and the hidden one is
2811,4.98,the conversion rates so as a blogger as
2814,3.359,an affiliate marketing business owner we
2815.98,2.76,have control over
2817.359,2.76,you know our ranking how many clicks
2818.74,3.18,we're getting in our affiliate links but
2820.119,4.081,once we send the affiliate link click to
2821.92,4.02,the company it is 100 on them to convert
2824.2,3.659,that user that visitor into a customer
2825.94,3.72,and sometimes there's brands that have
2827.859,3.541,horrible conversion rates even though
2829.66,3.72,you think they're going to be good so
2831.4,4.26,for example if you are recommending golf
2833.38,5.52,drivers you don't want to put like a
2835.66,5.459,five thousand dollar set number one you
2838.9,5.1,typically want to put the medium like
2841.119,4.561,best well-known popular mid-tier company
2844,3.48,number one because that's the one most
2845.68,3.78,people are gonna buy so even though it's
2847.48,3.48,like oh the price and the commission
2849.46,4.32,rate look great it's five thousand
2850.96,4.619,dollars eight percent commission I'd
2853.78,3.839,make way more than if it was a thousand
2855.579,4.081,dollars but the hidden factor is that
2857.619,4.441,conversion rate of the actual brand so
2859.66,4.86,like sometimes it could be zero I've
2862.06,4.259,seen where like the price or the
2864.52,3.059,commission rate I was receiving was
2866.319,2.461,three times higher so I'm like oh I'm
2867.579,2.401,gonna make more money but then I made
2868.78,2.819,nothing because the brand couldn't
2869.98,3.42,convert so you have to think about how
2871.599,4.201,well known and popular the brand is and
2873.4,4.56,that's the ordering and luckily you know
2875.8,4.559,if you know your Niche well it's easier
2877.96,4.56,and typically the most popular and best
2880.359,4.321,companies the ones that actually have
2882.52,3.66,the best affiliate programs are usually
2884.68,2.76,the best companies anyway so it actually
2886.18,2.88,works out for everybody all right
2887.44,3.54,finally let's talk about running a real
2889.06,3.24,affiliate marketing business and some
2890.98,2.94,strategies here first we have to say
2892.3,3.84,don't put all your eggs in one basket
2893.92,4.32,don't Join one affiliate program rely on
2896.14,4.86,one article this is a you need a machine
2898.24,4.56,behind this a Content assembly line a
2901,3,way to add and join affiliate programs
2902.8,2.7,and something that's you know
2904,3.18,consistently being
2905.5,3.9,gasoline is being poured in and it's
2907.18,4.02,keep being done so is it completely 100
2909.4,3,passive no there's no such thing as
2911.2,2.76,passive income you have to put the
2912.4,3.179,working up front you have to water the
2913.96,2.94,plants if you want to keep them alive
2915.579,3.121,but you could have somebody else
2916.9,3.959,watering the plants eventually which is
2918.7,4.44,the nice part I barely spend any time on
2920.859,4.201,my blog now but it makes typically 150
2923.14,4.199,000 a month so we don't want to put it
2925.06,3.9,all in one basket we need to diversify
2927.339,3.181,our business so that means joining a lot
2928.96,2.879,of affiliate programs not just having
2930.52,3.24,one article rank but eventually having
2931.839,3.78,five to ten articles ranking making
2933.76,3.3,consistent Revenue there's a lot of
2935.619,2.941,disciplines when it comes to running an
2937.06,3.12,affiliate marketing business there's
2938.56,3.059,writing the content there's joining the
2940.18,2.7,programs and networks there's adding
2941.619,3.421,affiliate links and tracking the
2942.88,4.02,performance actually getting paid so
2945.04,3.18,usually it's just as easy as PayPal and
2946.9,2.64,they do it automatically but sometimes
2948.22,2.16,Brands can be a pain in the ass and
2949.54,2.88,they're like
2950.38,3.9,send me an invoice for the exact amount
2952.42,3.72,or fill out this tax form or do this or
2954.28,3.78,that so we really need an affiliate
2956.14,4.08,marketing machine behind all of this so
2958.06,3.66,similar to the content assembly line we
2960.22,3.42,need a process to do all this to join
2961.72,4.08,programs to add links to track data to
2963.64,3.36,get paid this is an ongoing process that
2965.8,2.519,never stops when you're first starting
2967,2.579,your blog and you're getting momentum
2968.319,2.581,and you're ranking for stuff you're
2969.579,2.941,probably joining a lot of programs
2970.9,3.24,adding a lot of links in and doing all
2972.52,3.599,of that then you kind of get to a steady
2974.14,4.14,state like now I don't join a ton of new
2976.119,4.98,programs you know we do write new and
2978.28,4.559,emerging transactional articles but
2981.099,3.061,we're not like it's not in that phase
2982.839,4.381,anymore it's kind of the steady state
2984.16,4.439,phase but here's what I would do to
2987.22,2.76,start adding affiliate links in and
2988.599,4.141,getting this machine and business
2989.98,4.44,running so you create your website you
2992.74,3.98,do your keyword research like I taught
2994.42,5.52,you create a Content process to create
2996.72,5.2,monetizable articles and then
2999.94,3.419,maybe you update the Articles and then
3001.92,3.36,what you do is you track landing page
3003.359,3.541,sessions in Google analytics so you want
3005.28,3.299,to see all right is this is this actual
3006.9,2.939,article getting any traffic once it's
3008.579,3.361,getting a little bit of traffic then
3009.839,3.721,it's time to look at joining and adding
3011.94,4.139,these affiliate links in
3013.56,3.96,so you can join the programs you add in
3016.079,4.02,your links so usually you just start
3017.52,4.62,with the base length directly to the
3020.099,3.72,product no affiliate link just link to
3022.14,3.24,it then you swap that out with an
3023.819,3,affiliate link then you want to track
3025.38,3.479,your data so look at the affiliate
3026.819,3.54,dashboards whether it's a network or a
3028.859,3.181,program and then you want to make
3030.359,4.26,adjustments based on one to three months
3032.04,4.2,of data so is that company making money
3034.619,3.301,in the number one spot is the number two
3036.24,3.119,company making more than that should
3037.92,3.179,they be put higher do you want to talk
3039.359,3.901,to the affiliate manager can you get a
3041.099,4.561,higher commission rate can you negotiate
3043.26,4.859,make sure you get paid and rinse and
3045.66,3.959,repeat so really it's a process of
3048.119,2.821,getting the Articles to rank once
3049.619,3.24,they're on page one
3050.94,3.6,then the money starts flowing in the
3052.859,3,hard part is not adding affiliate links
3054.54,3.059,the hard part is not joining affiliate
3055.859,3.181,programs the hard part is actually
3057.599,3.361,building a real affiliate marketing
3059.04,3.299,business so affiliate marketing really
3060.96,2.76,relies on consistency and
3062.339,2.941,diversification a lot of people that
3063.72,4.139,teach it on YouTube are like use
3065.28,4.559,ClickBank and it shows you in 15 minutes
3067.859,3.661,here's how to make 100 bucks because
3069.839,4.5,people click on those things the
3071.52,5.339,algorithm rewards lazy content about
3074.339,4.561,making money fast and overnight and
3076.859,4.861,unfortunately that never works in
3078.9,4.86,business or in life so we have to
3081.72,4.139,realize that building this personal
3083.76,3.96,brand building something for ourselves
3085.859,4.021,you can live a dream life and you can
3087.72,4.92,make a lot of money but just extend that
3089.88,4.739,time Horizon out from three months or 90
3092.64,4.26,days or you know I want to make money
3094.619,4.021,this week to I can make money a little
3096.9,3.06,bit of money in three to six months but
3098.64,2.58,I also know that I want to build
3099.96,3.119,something in the background of my life
3101.22,3.839,that doesn't consume my life that I
3103.079,3.361,enjoy doing that can make me money for
3105.059,2.701,years to come
3106.44,3.24,so the thing is you can set up an
3107.76,4.02,affiliate site in a day but it's the
3109.68,3.36,real business strategy that actually
3111.78,2.579,makes you money so if you're interested
3113.04,3.12,in learning the real business strategy
3114.359,3.24,exactly how I make that hundred fifty
3116.16,2.88,thousand dollars a month four hundred
3117.599,4.02,thousand dollars a month with my entire
3119.04,4.279,you know two online businesses we cover
3121.619,4.5,link building affiliate marketing
3123.319,4.661,content all of that stuff in depth what
3126.119,3.541,it takes to run a profitable content
3127.98,3.3,business in the 2020s make sure to click
3129.66,3,the link in the description below and
3131.28,3.72,sign up for my free 80 minute Master
3132.66,3.899,Class it's updated and brand new uh it's
3135,3.78,free just put your email in and you get
3136.559,4.081,it no questions asked or anything like
3138.78,3.059,that so if you like this video please
3140.64,2.76,let me know if you have any questions on
3141.839,3.421,affiliate marketing it's kind of nuanced
3143.4,3.84,it's very different personalized by the
3145.26,3.78,niche by the individual person so please
3147.24,2.96,like the video that really helps a lot
3149.04,3.539,check out other videos on my channel
3150.2,6.18,subscribe I would really appreciate that
3152.579,3.801,too and I'll see you in the next video
